term	gene
K03008	NP_116581.3
K16498	NP_116750.1
K16498	NP_116753.1
K11998	NP_148977.2
K20655	NP_149014.3
K17494	NP_149016.2
K16531	NP_149017.2
K13539	NP_149018.3
K07605	NP_149022.3
K10648	NP_149023.2
K11999	NP_149023.2
K05436	NP_149024.1
K09676	NP_149025.1
K08521	NP_149032.1
K10045	NP_149032.1
K07605	NP_149034.2
K17298	NP_149038.3
K10042	NP_149039.2
K14614	NP_149040.3
K19494	NP_149042.2
K10356	NP_149043.2
K16500	NP_149045.3
K04257	NP_149046.2
K10653	NP_149047.2
K10654	NP_149047.2
K10655	NP_149047.2
K10432	NP_149052.1
K18450	NP_149053.1
K21109	NP_149055.2
K19492	NP_149056.1
K14410	NP_149059.1
K19283	NP_149059.1
K19284	NP_149059.1
K19326	NP_149062.2
K19346	NP_149062.2
K18732	NP_149073.1
K15186	NP_149074.3
K10891	NP_149075.2
K22076	NP_149076.1
K05720	NP_149077.2
K05722	NP_149077.2
K05723	NP_149077.2
K03843	NP_149078.1
K16501	NP_149091.1
K10095	NP_149092.3
K15379	NP_149093.1
K09525	NP_149096.2
K00962	NP_149100.2
K19761	NP_149101.1
K14795	NP_149103.1
K14555	NP_149104.3
K13154	NP_149105.3
K17544	NP_149106.3
K20878	NP_149107.4
K00907	NP_149109.1
K03213	NP_149110.1
K21437	NP_149112.1
K05857	NP_149114.2
K05861	NP_149114.2
K08202	NP_149116.2
K08212	NP_149116.2
K08808	NP_149117.1
K20353	NP_149118.2
K05761	NP_149119.1
K05768	NP_149119.1
K08017	NP_149119.1
K09219	NP_149120.1
K06473	NP_149121.2
K06549	NP_149121.2
K06738	NP_149121.2
K06739	NP_149121.2
K06740	NP_149121.2
K06748	NP_149121.2
K06749	NP_149121.2
K06750	NP_149121.2
K06771	NP_149121.2
K10079	NP_149121.2
K00312	NP_149122.1
K06235	NP_149123.3
K09224	NP_149123.3
K09225	NP_149123.3
K09226	NP_149123.3
K09227	NP_149123.3
K01121	NP_149124.3
K04417	NP_149132.2
K04418	NP_149132.2
K04419	NP_149132.2
K17534	NP_149132.2
K08521	NP_149133.1
K10045	NP_149133.1
K01197	NP_149349.2
K09228	NP_149350.3
K09342	NP_149416.1
K09344	NP_149416.1
K09345	NP_149416.1
K04257	NP_149419.2
K04257	NP_149420.4
K10099	NP_149438.2
K10100	NP_149438.2
K10101	NP_149438.2
K10102	NP_149438.2
K10103	NP_149438.2
K08521	NP_149439.1
K10045	NP_149439.1
K09547	NP_149971.1
K00016	NP_149972.1
K09228	NP_149973.1
K05291	NP_149975.1
K05257	NP_149976.1
K09228	NP_149981.2
K16759	NP_149989.2
K09228	NP_149990.1
K00864	NP_149991.2
K17453	NP_149992.3
K05185	NP_150092.2
K05186	NP_150092.2
K21772	NP_150093.1
K21799	NP_150093.1
K17495	NP_150094.5
K05668	NP_150229.2
K05672	NP_150229.2
K21863	NP_150229.2
K01081	NP_150278.2
K20020	NP_150279.1
K20245	NP_150279.1
K12328	NP_150281.1
K04544	NP_150283.1
K09410	NP_150285.3
K01823	NP_150286.1
K05849	NP_150287.1
K08852	NP_150296.4
K11715	NP_150296.4
K18412	NP_150296.4
K10478	NP_150374.2
K04905	NP_150375.2
K04909	NP_150375.2
K04910	NP_150375.2
K09228	NP_150376.1
K06834	NP_150377.1
K06835	NP_150377.1
K06836	NP_150377.1
K08608	NP_150377.1
K08616	NP_150377.1
K13280	NP_150596.1
K04255	NP_150598.1
K13802	NP_150598.1
K04508	NP_150600.1
K15310	NP_150601.1
K21247	NP_150601.1
K09228	NP_150630.2
K18705	NP_171608.2
K04913	NP_201567.1
K04915	NP_201567.1
K07850	NP_201572.1
K07851	NP_201572.1
K11504	NP_201576.1
K10364	NP_201585.1
K06473	NP_201586.1
K06549	NP_201586.1
K06738	NP_201586.1
K06739	NP_201586.1
K06740	NP_201586.1
K06748	NP_201586.1
K06749	NP_201586.1
K06750	NP_201586.1
K06771	NP_201586.1
K10079	NP_201586.1
K03006	NP_203128.1
K04617	NP_203128.1
K10651	NP_203128.1
K12000	NP_203128.1
K12009	NP_203128.1
K12012	NP_203128.1
K12015	NP_203128.1
K12025	NP_203128.1
K12027	NP_203128.1
K12033	NP_203128.1
K12034	NP_203128.1
K09374	NP_203129.1
K16449	NP_203131.1
K10356	NP_203693.3
K08521	NP_203695.2
K10045	NP_203695.2
K08521	NP_203696.2
K10045	NP_203696.2
K19948	NP_203744.1
K20868	NP_203746.1
K05766	NP_203747.2
K18668	NP_203748.1
K09379	NP_207646.2
K07379	NP_207837.2
K07380	NP_207837.2
K16475	NP_208325.3
K08805	NP_208382.1
K17530	NP_208382.1
K21852	NP_212132.2
K14620	NP_212134.3
K09228	NP_219363.2
K14816	NP_219482.1
K14561	NP_219484.1
K16591	NP_219485.1
K17931	NP_219489.1
K17932	NP_219489.1
K01319	NP_219491.1
K01329	NP_219491.1
K01353	NP_219491.1
K09616	NP_219491.1
K02183	NP_219501.3
K12967	NP_254274.1
K01311	NP_254275.1
K01346	NP_254275.1
K09640	NP_254275.1
K12186	NP_258257.1
K07605	NP_258259.1
K20125	NP_258260.1
K05674	NP_258261.2
K12023	NP_258411.2
K01519	NP_258412.1
K09228	NP_258429.2
K14316	NP_258443.2
K10447	NP_277030.2
K17460	NP_277038.1
K00993	NP_277040.1
K11288	NP_277047.2
K16581	NP_277048.2
K20639	NP_277050.2
K13576	NP_277053.2
K14992	NP_277053.2
K06030	NP_284941.2
K21356	NP_284941.2
K20318	NP_291020.1
K12757	NP_291024.1
K13141	NP_291025.3
K12015	NP_291027.3
K12017	NP_291027.3
K08851	NP_291028.3
K15254	NP_387467.2
K07367	NP_434700.2
K12794	NP_434700.2
K13962	NP_439897.1
K13737	NP_443070.6
K16943	NP_443070.6
K20857	NP_443071.2
K13207	NP_443072.3
K08811	NP_443073.1
K17531	NP_443075.3
K00798	NP_443077.1
K04543	NP_443079.1
K20632	NP_443083.1
K09228	NP_443084.2
K08869	NP_443085.2
K09048	NP_443086.1
K04634	NP_443089.3
K13104	NP_443089.3
K21099	NP_443090.4
K06316	NP_443091.1
K09228	NP_443092.1
K18615	NP_443094.3
K19465	NP_443097.1
K21863	NP_443099.1
K06730	NP_443100.1
K17923	NP_443102.2
K05494	NP_443104.1
K19675	NP_443105.2
K04560	NP_443106.1
K08486	NP_443106.1
K18466	NP_443107.1
K10486	NP_443108.1
K15129	NP_443109.2
K18763	NP_443111.4
K09228	NP_443114.1
K22182	NP_443115.1
K06473	NP_443116.2
K06549	NP_443116.2
K06738	NP_443116.2
K06739	NP_443116.2
K06740	NP_443116.2
K06748	NP_443116.2
K06749	NP_443116.2
K06750	NP_443116.2
K06771	NP_443116.2
K10079	NP_443116.2
K08150	NP_443117.3
K01370	NP_443121.1
K04394	NP_443121.1
K04395	NP_443121.1
K12806	NP_443121.1
K01446	NP_443122.3
K01446	NP_443123.1
K04986	NP_443124.4
K04988	NP_443124.4
K10481	NP_443125.1
K17495	NP_443128.2
K17495	NP_443132.3
K14684	NP_443133.2
K10468	NP_443136.2
K17568	NP_443138.2
K17599	NP_443139.2
K11268	NP_443143.2
K07195	NP_443148.1
K10604	NP_443148.1
K00710	NP_443149.2
K10457	NP_443152.1
K10461	NP_443152.1
K10465	NP_443152.1
K16852	NP_443163.1
K14706	NP_443166.1
K01081	NP_443167.4
K08342	NP_443168.2
K06727	NP_443170.1
K06727	NP_443171.2
K20897	NP_443173.2
K20899	NP_443173.2
K20908	NP_443173.2
K20898	NP_443174.1
K05151	NP_443177.1
K08868	NP_443179.3
K17933	NP_443180.2
K20647	NP_443180.2
K08707	NP_443183.1
K13151	NP_443183.1
K05623	NP_443187.1
K05625	NP_443187.1
K01896	NP_443188.2
K20857	NP_443191.1
K14705	NP_443193.1
K05139	NP_443194.1
K03163	NP_443195.1
K07371	NP_443196.2
K15324	NP_443197.1
K09025	NP_443200.2
K02924	NP_443201.1
K13023	NP_443204.1
K02449	NP_443713.2
K17299	NP_443723.3
K01581	NP_443724.1
K01583	NP_443724.1
K09215	NP_443727.2
K15162	NP_443728.3
K08811	NP_443732.3
K00775	NP_443750.2
K06716	NP_443750.2
K06717	NP_443750.2
K19977	NP_443750.2
K00907	NP_444253.3
K00699	NP_444267.1
K04628	NP_444267.1
K08785	NP_444272.1
K14527	NP_444273.1
K09592	NP_444274.1
K05257	NP_444277.2
K17434	NP_444278.1
K16468	NP_444279.2
K18212	NP_444280.3
K11317	NP_444281.1
K16889	NP_444282.3
K16339	NP_444283.2
K04503	NP_444284.1
K10151	NP_444284.1
K04547	NP_444292.1
K07826	NP_444292.1
K05022	NP_444507.1
K05024	NP_444507.1
K05025	NP_444507.1
K05026	NP_444507.1
K05051	NP_444508.1
K07989	NP_444512.2
K18628	NP_444515.1
K08423	NP_473362.1
K08392	NP_473371.1
K08396	NP_473371.1
K08392	NP_473372.3
K08396	NP_473372.3
K08392	NP_473373.2
K08396	NP_473373.2
K04257	NP_473445.1
K04257	NP_473446.1
K04257	NP_473447.1
K04257	NP_473448.1
K00710	NP_473451.3
K07756	NP_473452.2
K20654	NP_473455.2
K07605	NP_476429.2
K20792	NP_476516.1
K19331	NP_476517.1
K04237	NP_476518.4
K06626	NP_477097.1
K00888	NP_477352.3
K14800	NP_477511.1
K14457	NP_477513.2
K14458	NP_477513.2
K10648	NP_477514.1
K11999	NP_477514.1
K12015	NP_477514.1
K04554	NP_477515.2
K20909	NP_477520.2
K12587	NP_478126.1
K10305	NP_478136.1
K09228	NP_478137.1
K00312	NP_478679.1
K00572	NP_478679.1
K00714	NP_490645.1
K10362	NP_510880.2
K14209	NP_510968.2
K05738	NP_524144.1
K12751	NP_524144.1
K19995	NP_524558.1
K05649	NP_525021.3
K05650	NP_525021.3
K05651	NP_525021.3
K05652	NP_525021.3
K05649	NP_525022.2
K05650	NP_525022.2
K05651	NP_525022.2
K05652	NP_525022.2
K05649	NP_525023.2
K05650	NP_525023.2
K05651	NP_525023.2
K05652	NP_525023.2
K01291	NP_525124.3
K01298	NP_525124.3
K01300	NP_525124.3
K04515	NP_525124.3
K08637	NP_525124.3
K08779	NP_525124.3
K08780	NP_525124.3
K08781	NP_525124.3
K07374	NP_525125.2
K10058	NP_525126.2
K17513	NP_525126.2
K18041	NP_536316.1
K09876	NP_536354.2
K09877	NP_536354.2
K09878	NP_536354.2
K09886	NP_536354.2
K10404	NP_536354.2
K09182	NP_536721.1
K17895	NP_536721.1
K17896	NP_536721.1
K13963	NP_536722.1
K13966	NP_536722.1
K13963	NP_536723.2
K13966	NP_536723.2
K05293	NP_536724.1
K06515	NP_536856.2
K15015	NP_542119.1
K11252	NP_542160.1
K11251	NP_542163.1
K06105	NP_542171.2
K00734	NP_542172.2
K09086	NP_542173.2
K13905	NP_542177.1
K14165	NP_542178.2
K06927	NP_542381.1
K13761	NP_542381.1
K15143	NP_542382.1
K15045	NP_542388.2
K01437	NP_542389.1
K18458	NP_542389.1
K22442	NP_542392.2
K13353	NP_542393.1
K18416	NP_542394.2
K18417	NP_542394.2
K17390	NP_542399.1
K14613	NP_542400.2
K20840	NP_542400.2
K15273	NP_542401.1
K04898	NP_542402.4
K17594	NP_542403.1
K21876	NP_542406.2
K10418	NP_542408.1
K10687	NP_542409.1
K10790	NP_542432.2
K10791	NP_542432.2
K11251	NP_542451.1
K08618	NP_542453.2
K08619	NP_542453.2
K08628	NP_542453.2
K12260	NP_542763.1
K17598	NP_542775.2
K10157	NP_542780.1
K12900	NP_542781.3
K02866	NP_542784.1
K07605	NP_542785.1
K16782	NP_542787.1
K21988	NP_542789.2
K17604	NP_542790.2
K06551	NP_542970.1
K16617	NP_542988.3
K08420	NP_543007.1
K08419	NP_543008.3
K08411	NP_543009.2
K08418	NP_543009.2
K07560	NP_543010.3
K07561	NP_543012.1
K08894	NP_543013.1
K08895	NP_543013.1
K13906	NP_543020.2
K13126	NP_543022.1
K08859	NP_543026.2
K17539	NP_543026.2
K04257	NP_543135.1
K19755	NP_543136.1
K10345	NP_543137.2
K10343	NP_543138.1
K10338	NP_543139.4
K08415	NP_543141.3
K08206	NP_543142.2
K08207	NP_543142.2
K08208	NP_543142.2
K04697	NP_543143.1
K10339	NP_543144.1
K10326	NP_543147.2
K10332	NP_543147.2
K10340	NP_543147.2
K07521	NP_543148.2
K10333	NP_543149.1
K10327	NP_543150.1
K10645	NP_543151.4
K14165	NP_543152.1
K14683	NP_543153.2
K17527	NP_543154.1
K07928	NP_543155.2
K00893	NP_550438.1
K00904	NP_550438.1
K10337	NP_563616.3
K12337	NP_569056.4
K19012	NP_569056.4
K10062	NP_569057.2
K10336	NP_569058.1
K10408	NP_569058.1
K10323	NP_569059.3
K10334	NP_569059.3
K18083	NP_569059.3
K06723	NP_569708.1
K17514	NP_569708.1
K10444	NP_569713.2
K10588	NP_569733.2
K07779	NP_569735.1
K08105	NP_569735.1
K09033	NP_569736.1
K06779	NP_570116.2
K01067	NP_570123.1
K12417	NP_570123.1
K18410	NP_570124.1
K04819	NP_570126.2
K07379	NP_570129.1
K07380	NP_570129.1
K07912	NP_570137.2
K16449	NP_570138.1
K06537	NP_570139.3
K17353	NP_570139.3
K19534	NP_570140.1
K18079	NP_570141.3
K04306	NP_570718.1
K04307	NP_570718.1
K06685	NP_570719.1
K19758	NP_570722.2
K13023	NP_570843.2
K06104	NP_570899.1
K16819	NP_570899.1
K10419	NP_570967.1
K09048	NP_570968.1
K07986	NP_570970.2
K07987	NP_570970.2
K02271	NP_570972.2
K12366	NP_573403.1
K18985	NP_573403.1
K19241	NP_573403.1
K17964	NP_573566.2
K20056	NP_573568.1
K17962	NP_573570.3
K19475	NP_573571.1
K06104	NP_573572.1
K16819	NP_573572.1
K09310	NP_573574.2
K04902	NP_579875.1
K07521	NP_588610.2
K20400	NP_588613.3
K20401	NP_588613.3
K05857	NP_588614.1
K18681	NP_588616.1
K00814	NP_597700.1
K05213	NP_597702.2
K05214	NP_597702.2
K12491	NP_597703.2
K17848	NP_597703.2
K17599	NP_597705.2
K21847	NP_597711.1
K21851	NP_597711.1
K18625	NP_597713.2
K09228	NP_597715.2
K19638	NP_597716.1
K09228	NP_597717.1
K17908	NP_597719.1
K06974	NP_597720.1
K09229	NP_597721.2
K09230	NP_597721.2
K09228	NP_597723.1
K21361	NP_597724.1
K09228	NP_597730.2
K00657	NP_597998.1
K01441	NP_597999.1
K06530	NP_598000.2
K20875	NP_598001.1
K20876	NP_598001.1
K12623	NP_598003.2
K14692	NP_598003.2
K04935	NP_598004.1
K19894	NP_598005.1
K16618	NP_598375.3
K19178	NP_598375.3
K14433	NP_598376.2
K08631	NP_598377.4
K08633	NP_598377.4
K07866	NP_598378.3
K21894	NP_599030.1
K10873	NP_602296.2
K22265	NP_604393.2
K18448	NP_612122.2
K13899	NP_612140.1
K05492	NP_612141.1
K14313	NP_612142.2
K09228	NP_612143.2
K06058	NP_612144.1
K04987	NP_612152.1
K06056	NP_612153.2
K09680	NP_612189.2
K03392	NP_612199.2
K05051	NP_612200.1
K02857	NP_612201.1
K12800	NP_612202.2
K20863	NP_612202.2
K09228	NP_612203.2
K01172	NP_612204.1
K15235	NP_612207.1
K02564	NP_612208.1
K17516	NP_612210.4
K03022	NP_612211.1
K13696	NP_612213.2
K13697	NP_612213.2
K12309	NP_612351.2
K10407	NP_612352.1
K09228	NP_612356.2
K18343	NP_612357.4
K14358	NP_612364.2
K20858	NP_612366.1
K10641	NP_612370.3
K16544	NP_612372.1
K19737	NP_612373.2
K19022	NP_612377.4
K17548	NP_612379.2
K09228	NP_612383.1
K20128	NP_612392.1
K19828	NP_612393.2
K22380	NP_612394.1
K14763	NP_612395.2
K01084	NP_612396.1
K09680	NP_612401.2
K21915	NP_612401.2
K21953	NP_612401.2
K17279	NP_612402.1
K13159	NP_612403.2
K01874	NP_612404.1
K10659	NP_612405.2
K17583	NP_612409.1
K12186	NP_612410.1
K15413	NP_612411.4
K10351	NP_612412.2
K12756	NP_612412.2
K12757	NP_612412.2
K15203	NP_612417.1
K18123	NP_612422.2
K11364	NP_612423.1
K02435	NP_612426.1
K15456	NP_612426.1
K17310	NP_612430.2
K15442	NP_612431.2
K10399	NP_612433.1
K17989	NP_612441.1
K10476	NP_612442.3
K17834	NP_612450.2
K16584	NP_612452.1
K21918	NP_612453.1
K08431	NP_612454.1
K09228	NP_612456.1
K01512	NP_612457.1
K07959	NP_612459.1
K06108	NP_612462.1
K07882	NP_612462.1
K07883	NP_612462.1
K09034	NP_612465.3
K09409	NP_612466.1
K19177	NP_612468.1
K15450	NP_612476.1
K19863	NP_612477.3
K19864	NP_612477.3
K19531	NP_612486.2
K06248	NP_612490.1
K11580	NP_612493.1
K10258	NP_612510.1
K14996	NP_612637.1
K14649	NP_612639.2
K05458	NP_612640.1
K16641	NP_612641.2
K15637	NP_612642.2
K17555	NP_619634.1
K05213	NP_619635.1
K05214	NP_619635.1
K21988	NP_619636.2
K09208	NP_619638.2
K19865	NP_619639.3
K04624	NP_619642.2
K10519	NP_619642.2
K02183	NP_619650.2
K00739	NP_619651.3
K03766	NP_619651.3
K07819	NP_619651.3
K07970	NP_619651.3
K00927	NP_620061.2
K07870	NP_620124.1
K07871	NP_620124.1
K03454	NP_620128.1
K13373	NP_620129.2
K10770	NP_620130.2
K02838	NP_620132.1
K17868	NP_620133.1
K17598	NP_620135.1
K20042	NP_620137.2
K20065	NP_620137.2
K16860	NP_620145.2
K18160	NP_620145.2
K15177	NP_620147.1
K12304	NP_620148.1
K06999	NP_620149.2
K07955	NP_620150.1
K08515	NP_620151.1
K21442	NP_620152.1
K13517	NP_620154.2
K01785	NP_620156.1
K21668	NP_620161.1
K01061	NP_620164.1
K01530	NP_620168.1
K16814	NP_620169.1
K13870	NP_620172.2
K04510	NP_620409.1
K19554	NP_620410.3
K06787	NP_620411.2
K14411	NP_620412.1
K08379	NP_620414.1
K08380	NP_620414.1
K19919	NP_620414.1
K19995	NP_620417.1
K15734	NP_620419.2
K09085	NP_620450.2
K08834	NP_620482.3
K17481	NP_620482.3
K09598	NP_620584.2
K06719	NP_620587.2
K13073	NP_620587.2
K20395	NP_620587.2
K17359	NP_620591.3
K04440	NP_620634.1
K08629	NP_620686.1
K08630	NP_620687.2
K08632	NP_620687.2
K08631	NP_620688.2
K09452	NP_620689.1
K14077	NP_620714.2
K20774	NP_620775.2
K20799	NP_620775.2
K09517	NP_624311.1
K12735	NP_624311.1
K04888	NP_631874.1
K08821	NP_631897.1
K15594	NP_631897.1
K08655	NP_631898.3
K08656	NP_631898.3
K06090	NP_631900.1
K07986	NP_631904.1
K07987	NP_631904.1
K12563	NP_631906.2
K12564	NP_631906.2
K12899	NP_631907.1
K13165	NP_631907.1
K03177	NP_631908.1
K15702	NP_631914.1
K14717	NP_631916.2
K10860	NP_631917.1
K13806	NP_631918.3
K00909	NP_631948.1
K08291	NP_631948.1
K19554	NP_631960.1
K05720	NP_640334.2
K05722	NP_640334.2
K05723	NP_640334.2
K00604	NP_640335.2
K12968	NP_640336.1
K08518	NP_640337.3
K17506	NP_640338.2
K19404	NP_640341.1
K22191	NP_640342.1
K15902	NP_640343.1
K12476	NP_644670.1
K12477	NP_644670.1
K12483	NP_644670.1
K19999	NP_644807.1
K20364	NP_644808.1
K14554	NP_644810.2
K17508	NP_644812.1
K03359	NP_644815.1
K05466	NP_647475.1
K08767	NP_647475.1
K04904	NP_647479.2
K04908	NP_647479.2
K08193	NP_647480.1
K12301	NP_647480.1
K12302	NP_647480.1
K11542	NP_653091.3
K01807	NP_653164.2
K14709	NP_653165.2
K17232	NP_653166.2
K17233	NP_653166.2
K09228	NP_653167.1
K18729	NP_653168.2
K17596	NP_653170.3
K12603	NP_653172.2
K20363	NP_653172.2
K08581	NP_653176.2
K18588	NP_653177.3
K18384	NP_653182.1
K02148	NP_653184.2
K20798	NP_653185.2
K08207	NP_653186.2
K08208	NP_653186.2
K10487	NP_653188.2
K19368	NP_653189.3
K20821	NP_653192.2
K07849	NP_653194.1
K16580	NP_653196.1
K16781	NP_653197.2
K09131	NP_653198.2
K13092	NP_653205.3
K16938	NP_653206.2
K09594	NP_653207.1
K15189	NP_653209.1
K02267	NP_653214.2
K16668	NP_653216.2
K09545	NP_653218.1
K09454	NP_653219.1
K14315	NP_653223.2
K08877	NP_653225.2
K20372	NP_653229.1
K04906	NP_653234.2
K04907	NP_653234.2
K04911	NP_653234.2
K01185	NP_653235.1
K17782	NP_653237.1
K01712	NP_653240.1
K17507	NP_653242.3
K11173	NP_653251.2
K19511	NP_653252.4
K17800	NP_653253.1
K10486	NP_653254.1
K21853	NP_653259.3
K02731	NP_653263.2
K10141	NP_653266.2
K20394	NP_653266.2
K10408	NP_653267.2
K03910	NP_653271.3
K18632	NP_653275.1
K20351	NP_653277.2
K09661	NP_653278.2
K09229	NP_653281.2
K09230	NP_653281.2
K11169	NP_653284.2
K09228	NP_653285.2
K08826	NP_653286.2
K12006	NP_653288.1
K12798	NP_653288.1
K12800	NP_653288.1
K16634	NP_653288.1
K20865	NP_653288.1
K09228	NP_653290.2
K09228	NP_653291.1
K09228	NP_653295.1
K21599	NP_653298.1
K01539	NP_653300.2
K05064	NP_653302.2
K05065	NP_653302.2
K18749	NP_653304.2
K18628	NP_653306.1
K18631	NP_653306.1
K07583	NP_653310.2
K16939	NP_653311.1
K16940	NP_653311.1
K10460	NP_653312.2
K10980	NP_653313.3
K14612	NP_653313.3
K12871	NP_653317.2
K05137	NP_653318.2
K16490	NP_653319.1
K12848	NP_653324.1
K15703	NP_653327.1
K01052	NP_653337.1
K18164	NP_653337.1
K08379	NP_658986.1
K08380	NP_658986.1
K19919	NP_658986.1
K14943	NP_659002.1
K05542	NP_659401.2
K15445	NP_659401.2
K20631	NP_659404.2
K20648	NP_659404.2
K20028	NP_659406.1
K00016	NP_659409.2
K20164	NP_659410.3
K09228	NP_659413.1
K20160	NP_659414.2
K20161	NP_659414.2
K09647	NP_659418.1
K12836	NP_659424.2
K07441	NP_659425.1
K10408	NP_659426.2
K21438	NP_659431.5
K07962	NP_659433.2
K15360	NP_659435.2
K15304	NP_659437.3
K08793	NP_659438.1
K13814	NP_659440.2
K09228	NP_659448.1
K16472	NP_659451.1
K08394	NP_659452.3
K22442	NP_659453.3
K17571	NP_659454.2
K18533	NP_659462.1
K10397	NP_659464.3
K17574	NP_659467.1
K00939	NP_659469.3
K10279	NP_659469.3
K19754	NP_659475.2
K10098	NP_659483.2
K15053	NP_659485.1
K17618	NP_659486.2
K22157	NP_659488.2
K00761	NP_659489.1
K02881	NP_659489.1
K22254	NP_659490.4
K04263	NP_659493.2
K22154	NP_659493.2
K05305	NP_659496.2
K11964	NP_659502.2
K04972	NP_659505.1
K09229	NP_660090.2
K09230	NP_660090.2
K19483	NP_660093.2
K10518	NP_660149.2
K05284	NP_660150.1
K07748	NP_660151.2
K17770	NP_660155.2
K07840	NP_660156.1
K07841	NP_660156.1
K09513	NP_660157.1
K08147	NP_660159.1
K08149	NP_660159.1
K09083	NP_660161.1
K04431	NP_660186.1
K21250	NP_660203.3
K08957	NP_660204.2
K08597	NP_660205.3
K11297	NP_660206.2
K08493	NP_660207.2
K13525	NP_660208.2
K14575	NP_660208.2
K02907	NP_660213.1
K10650	NP_660215.1
K12009	NP_660215.1
K12015	NP_660215.1
K02153	NP_660265.3
K14168	NP_660275.2
K09228	NP_660276.2
K17280	NP_660277.2
K09664	NP_660279.1
K18705	NP_660279.1
K09230	NP_660281.3
K20242	NP_660288.1
K13121	NP_660289.2
K16633	NP_660293.1
K14819	NP_660294.1
K18042	NP_660294.1
K02864	NP_660298.2
K16454	NP_660300.3
K04673	NP_660302.2
K04674	NP_660302.2
K04675	NP_660302.2
K13567	NP_660302.2
K13568	NP_660302.2
K13578	NP_660302.2
K09215	NP_660303.1
K09535	NP_660304.1
K09539	NP_660304.1
K11529	NP_660305.2
K22257	NP_660306.1
K09228	NP_660314.1
K16663	NP_660316.2
K09228	NP_660319.1
K06847	NP_660320.3
K21804	NP_660323.3
K21805	NP_660323.3
K15124	NP_660325.4
K09343	NP_660328.2
K09345	NP_660328.2
K09352	NP_660328.2
K09995	NP_660328.2
K17286	NP_660329.1
K09228	NP_660330.2
K22045	NP_660331.1
K08461	NP_660333.2
K08462	NP_660333.2
K00710	NP_660335.2
K09228	NP_660338.1
K06783	NP_660339.1
K18750	NP_660341.2
K15120	NP_660348.2
K18798	NP_660358.2
K09228	NP_663299.2
K14638	NP_663623.1
K22019	NP_663625.2
K09310	NP_663632.1
K19923	NP_663633.1
K07556	NP_663729.1
K15728	NP_663731.1
K00901	NP_663733.1
K18750	NP_663745.1
K00799	NP_665683.1
K10406	NP_665697.1
K19673	NP_665698.2
K09230	NP_665699.1
K20463	NP_665741.1
K10483	NP_665803.2
K10521	NP_665803.2
K09370	NP_665804.1
K18492	NP_665804.1
K04870	NP_665810.1
K04872	NP_665810.1
K01800	NP_665877.1
K10130	NP_665893.2
K09228	NP_666016.1
K09229	NP_666019.1
K09230	NP_666019.1
K19605	NP_667338.3
K19608	NP_667338.3
K10694	NP_667339.1
K04714	NP_671512.1
K02514	NP_671704.3
K08102	NP_671704.3
K08103	NP_671704.3
K06268	NP_671709.2
K04710	NP_671723.1
K08000	NP_671724.1
K09232	NP_671726.2
K17299	NP_671728.2
K08392	NP_671732.3
K08396	NP_671732.3
K21124	NP_671733.2
K14525	NP_680544.1
K05513	NP_683513.1
K06636	NP_683515.4
K19719	NP_683515.4
K14014	NP_683691.1
K05267	NP_683694.1
K00019	NP_683695.1
K00061	NP_683695.1
K11154	NP_683695.1
K13369	NP_683695.1
K05403	NP_683708.1
K13703	NP_683710.2
K10996	NP_683762.2
K06087	NP_683763.2
K08402	NP_683765.2
K10043	NP_683765.2
K04622	NP_683766.2
K07627	NP_689343.3
K04626	NP_689414.2
K00915	NP_689416.1
K04624	NP_689418.2
K04625	NP_689418.2
K09228	NP_689475.1
K09290	NP_689476.2
K10373	NP_689476.2
K14719	NP_689477.3
K01527	NP_689478.1
K10898	NP_689479.1
K10666	NP_689480.2
K01881	NP_689481.2
K15053	NP_689485.1
K19683	NP_689488.3
K19904	NP_689493.3
K19911	NP_689493.3
K20674	NP_689493.3
K19748	NP_689494.3
K15116	NP_689495.1
K21403	NP_689495.1
K12194	NP_689497.1
K14676	NP_689499.4
K10640	NP_689501.1
K16056	NP_689501.1
K16057	NP_689501.1
K16058	NP_689501.1
K09228	NP_689502.2
K13909	NP_689504.2
K15445	NP_689505.1
K15127	NP_689506.2
K20167	NP_689506.2
K01868	NP_689508.3
K01539	NP_689509.1
K07929	NP_689517.1
K13667	NP_689518.1
K07442	NP_689520.2
K15365	NP_689521.1
K12230	NP_689522.2
K10248	NP_689523.1
K09668	NP_689525.3
K14209	NP_689526.2
K09228	NP_689533.2
K20355	NP_689534.1
K09440	NP_689536.1
K00939	NP_689540.2
K01939	NP_689541.1
K10348	NP_689542.2
K16683	NP_689543.1
K16822	NP_689543.1
K00659	NP_689544.3
K01068	NP_689544.3
K15109	NP_689546.1
K01868	NP_689547.2
K17595	NP_689552.2
K00653	NP_689555.2
K21437	NP_689558.4
K14389	NP_689564.3
K14390	NP_689564.3
K09228	NP_689567.4
K09228	NP_689568.2
K09228	NP_689569.2
K09228	NP_689570.2
K19524	NP_689572.1
K21411	NP_689576.6
K15282	NP_689582.2
K09228	NP_689586.3
K10182	NP_689593.2
K10183	NP_689593.2
K12585	NP_689596.4
K18758	NP_689596.4
K16748	NP_689597.1
K04716	NP_689599.2
K04717	NP_689599.2
K21921	NP_689600.2
K10473	NP_689606.2
K16855	NP_689608.2
K00599	NP_689609.2
K05249	NP_689614.2
K14010	NP_689615.2
K00699	NP_689617.3
K18616	NP_689619.1
K03687	NP_689620.2
K16483	NP_689621.2
